ID,Age,Education_level,Sexe,Country,Ethnicity,drug_names,Drug_uses
1440,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,LSD,Utilisé au cours de la dernière année
1453,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1456,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1461,35-44,Doctorat,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1464,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1466,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Mixte-Noir/Asiatique,LSD,Utilisé depuis une décennie
1467,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1468,55-64,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1472,55-64,Maitrise,Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1475,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Autre,LSD,Utilisé au cours de la dernière décennie
1476,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1477,25-34,Certificat/diplôme professionnel,Masculin,Canada,Blanc,LSD,utilisé la semaine dernière
1478,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé le dernier jour
1479,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1481,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Autre,LSD,Utilisé au cours de la dernière décennie
1482,45-54,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1485,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1487,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,LSD,Utilisé au cours de la dernière année
1489,18-24,Diplôme universitaire,Masculin,Australie,Blanc,LSD,Utilisé au cours du mois dernier
1490,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1493,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1494,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1496,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,LSD,Utilisé au cours du mois dernier
1498,25-34,Maitrise,Masculin,Autres,Blanc,LSD,Utilisé au cours du mois dernier
1499,45-54,A quitté l'école avant 16 ans,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1500,45-54,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1501,25-34,Doctorat,Masculin,États-Unis,Autre,LSD,Utilisé au cours de la dernière année
1503,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1504,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1505,18-24,Diplôme universitaire,Femme,États-Unis,Blanche/Asiatique,LSD,Utilisé au cours de la dernière année
1506,35-44,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1507,45-54,Doctorat,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1510,25-34,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1512,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1514,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanche/Asiatique,LSD,Utilisé au cours de la dernière décennie
1515,25-34,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1517,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,LSD,Utilisé le dernier jour
1518,45-54,Doctorat,Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1519,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1520,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1522,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1523,25-34,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1524,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1525,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1526,18-24,A quitté l'école à 16 ans,Masculin,Australie,Blanc,LSD,Utilisé au cours de la dernière année
1528,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1530,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1531,18-24,A quitté l'école avant 16 ans,Masculin,Nouvelle-Zelande,Blanc,LSD,Utilisé au cours du mois dernier
1532,25-34,Diplôme universitaire,Femme,États-Unis,Autre,LSD,Utilisé au cours de la dernière année
1533,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1535,25-34,A quitté l'école à 18 ans,Masculin,Australie,Blanc,LSD,Utilisé au cours de la dernière décennie
1536,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,République d'Irlande,Blanc,LSD,Utilisé depuis une décennie
1537,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Autre,LSD,Utilisé au cours de la dernière décennie
1538,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1540,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1541,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1542,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1543,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1545,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1547,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Autre,LSD,Utilisé au cours du mois dernier
1548,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1564,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1587,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1607,35-44,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1609,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1614,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1619,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1625,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1630,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1633,35-44,Certificat/diplôme professionnel,Masculin,Canada,Blanc,LSD,Utilisé depuis une décennie
1638,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1648,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1652,55-64,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1653,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1656,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1659,18-24,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,LSD,Utilisé au cours de la dernière année
1661,35-44,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,LSD,Utilisé au cours de la dernière décennie
1665,25-34,Doctorat,Femme,Royaume-Uni,Blanc,LSD,Utilisé au cours de la dernière décennie
1667,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,LSD,Utilisé au cours de la dernière année
1669,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1674,25-34,Certificat/diplôme professionnel,Masculin,République d'Irlande,Blanc,LSD,Utilisé au cours de la dernière année
1678,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1684,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Noir,LSD,Utilisé au cours de la dernière année
1685,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1689,25-34,Maitrise,Femme,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1690,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1702,35-44,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1704,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1705,18-24,A quitté l'école à 18 ans,Masculin,Canada,Blanc,LSD,Utilisé au cours de la dernière année
1706,55-64,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,LSD,Utilisé au cours de la dernière décennie
1713,35-44,Maitrise,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1732,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1736,25-34,Maitrise,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1742,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1743,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,LSD,Utilisé au cours de la dernière décennie
1749,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1750,25-34,A quitté l'école à 17 ans,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1757,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1759,45-54,Maitrise,Masculin,Australie,Blanc,LSD,Utilisé au cours du mois dernier
1763,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1764,18-24,Diplôme universitaire,Femme,Autres,Blanc,LSD,Utilisé au cours de la dernière année
1765,35-44,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1766,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1768,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1769,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Autres,Blanc,LSD,Utilisé au cours de la dernière année
1771,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1772,55-64,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1773,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Mixte-Blanc/Noir,LSD,Utilisé le dernier jour
1774,25-34,Maitrise,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1776,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1777,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1778,45-54,A quitté l'école à 16 ans,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1779,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1780,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1787,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1788,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1789,45-54,Diplôme universitaire,Femme,Autres,Blanc,LSD,Utilisé au cours de la dernière décennie
1791,18-24,A quitté l'école à 17 ans,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1792,35-44,Doctorat,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1793,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1794,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1795,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1796,25-34,Diplôme universitaire,Masculin,Autres,Blanc,LSD,Utilisé au cours du mois dernier
1797,35-44,A quitté l'école à 16 ans,Femme,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1801,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1802,25-34,Doctorat,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1803,18-24,Maitrise,Masculin,États-Unis,Autre,LSD,Utilisé au cours de la dernière décennie
1804,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé le dernier jour
1805,18-24,Certificat/diplôme professionnel,Masculin,États-Unis,Autre,LSD,Utilisé au cours de la dernière année
1806,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1807,35-44,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1808,35-44,Diplôme universitaire,Masculin,États-Unis,Autre,LSD,Utilisé au cours de la dernière décennie
1810,18-24,A quitté l'école à 17 ans,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1811,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1812,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1813,25-34,A quitté l'école à 18 ans,Femme,Autres,Blanc,LSD,Utilisé au cours de la dernière décennie
1814,25-34,Diplôme universitaire,Masculin,Autres,Asiatique,LSD,Utilisé depuis une décennie
1815,35-44,Diplôme universitaire,Femme,Canada,Blanc,LSD,Utilisé depuis une décennie
1816,18-24,Maitrise,Femme,Royaume-Uni,Blanc,LSD,Utilisé au cours de la dernière décennie
1819,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1820,18-24,Maitrise,Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1822,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1823,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1824,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1826,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1827,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1828,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1830,25-34,Diplôme universitaire,Femme,États-Unis,Autre,LSD,Utilisé depuis une décennie
1831,25-34,Diplôme universitaire,Femme,Australie,Blanc,LSD,Utilisé au cours de la dernière décennie
1832,18-24,A quitté l'école à 18 ans,Masculin,Autres,Blanc,LSD,Utilisé au cours de la dernière année
1834,35-44,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1835,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1836,45-54,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1838,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1839,35-44,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1840,25-34,Certificat/diplôme professionnel,Femme,Australie,Blanc,LSD,Utilisé au cours de la dernière année
1841,55-64,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1842,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,LSD,Utilisé au cours de la dernière année
1844,45-54,Doctorat,Masculin,Royaume-Uni,Blanc,LSD,Utilisé depuis une décennie
1845,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1846,45-54,Diplôme universitaire,Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1847,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1848,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1850,45-54,Certificat/diplôme professionnel,Masculin,États-Unis,Noir,LSD,Utilisé depuis une décennie
1851,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1852,18-24,A quitté l'école à 17 ans,Masculin,Australie,Blanc,LSD,utilisé la semaine dernière
1854,25-34,Maitrise,Femme,Royaume-Uni,Blanc,LSD,Utilisé au cours du mois dernier
1855,35-44,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1856,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1857,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1858,18-24,A quitté l'école à 17 ans,Masculin,Australie,Blanc,LSD,Utilisé au cours du mois dernier
1859,35-44,Certificat/diplôme professionnel,Masculin,Autres,Blanc,LSD,Utilisé au cours du mois dernier
1860,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1861,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1862,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,LSD,Utilisé le dernier jour
1863,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,LSD,Utilisé au cours du mois dernier
1864,55-64,Diplôme universitaire,Femme,Canada,Blanc,LSD,Utilisé depuis une décennie
1866,45-54,A quitté l'école avant 16 ans,Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1867,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours du mois dernier
1868,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé le dernier jour
1869,18-24,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1870,18-24,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1871,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1873,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1874,25-34,Diplôme universitaire,Femme,Autres,Blanc,LSD,Utilisé au cours de la dernière année
1875,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1877,18-24,A quitté l'école à 17 ans,Masculin,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1878,65+,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,Utilisé depuis une décennie
1879,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanche/Asiatique,LSD,Utilisé au cours du mois dernier
1880,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Autre,LSD,Utilisé au cours de la dernière année
1883,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,LSD,utilisé la semaine dernière
1884,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1885,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,LSD,utilisé la semaine dernière
1886,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière décennie
1887,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,LSD,Utilisé au cours de la dernière année
1888,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,République d'Irlande,Blanc,LSD,Utilisé au cours de la dernière année
2,25-34,Doctorat,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
13,55-64,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
20,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Meth,Utilisé le dernier jour
31,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
35,35-44,Diplôme universitaire,Masculin,États-Unis,Autre,Meth,Utilisé depuis une décennie
40,65+,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours du mois dernier
82,55-64,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
119,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Meth,Utilisé depuis une décennie
139,55-64,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
171,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
218,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
272,45-54,Maitrise,Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
345,18-24,A quitté l'école avant 16 ans,Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
346,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
349,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
352,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
353,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
354,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
356,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
357,25-34,A quitté l'école avant 16 ans,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
361,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
363,35-44,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
364,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
369,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
382,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière décennie
390,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
392,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
396,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
410,25-34,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Meth,Utilisé le dernier jour
411,35-44,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Meth,Utilisé au cours de la dernière année
412,45-54,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Meth,Utilisé le dernier jour
424,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
426,45-54,Doctorat,Femme,États-Unis,Blanc,Meth,Utilisé depuis une décennie
438,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
439,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Meth,Utilisé au cours de la dernière décennie
447,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
450,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
455,45-54,Doctorat,Masculin,Royaume-Uni,Blanc,Meth,utilisé la semaine dernière
457,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Meth,Utilisé depuis une décennie
460,25-34,Maitrise,Masculin,Royaume-Uni,Blanc,Meth,Utilisé au cours de la dernière année
